frontendQuestionId,titleSlug,titleCn
1921,eliminate-maximum-number-of-monsters,消灭怪物的最大数量
1922,count-good-numbers,统计好数字的数目
1923,longest-common-subpath,最长公共子路径
1924,erect-the-fence-ii,安装栅栏 II
1925,count-square-sum-triples,统计平方和三元组的数目
1926,nearest-exit-from-entrance-in-maze,迷宫中离入口最近的出口
1927,sum-game,求和游戏
1928,minimum-cost-to-reach-destination-in-time,规定时间内到达终点的最小花费
1929,concatenation-of-array,数组串联
1930,unique-length-3-palindromic-subsequences,长度为 3 的不同回文子序列
1931,painting-a-grid-with-three-different-colors,用三种不同颜色为网格涂色
1932,merge-bsts-to-create-single-bst,合并多棵二叉搜索树
1933,check-if-string-is-decomposable-into-value-equal-substrings,判断字符串是否可分解为值均等的子串
1934,confirmation-rate,确认率
1935,maximum-number-of-words-you-can-type,可以输入的最大单词数
1936,add-minimum-number-of-rungs,新增的最少台阶数
1937,maximum-number-of-points-with-cost,扣分后的最大得分
1938,maximum-genetic-difference-query,查询最大基因差
1939,users-that-actively-request-confirmation-messages,主动请求确认消息的用户
1940,longest-common-subsequence-between-sorted-arrays,排序数组之间的最长公共子序列
1941,check-if-all-characters-have-equal-number-of-occurrences,检查是否所有字符出现次数相同
1942,the-number-of-the-smallest-unoccupied-chair,最小未被占据椅子的编号
1943,describe-the-painting,描述绘画结果
1944,number-of-visible-people-in-a-queue,队列中可以看到的人数
1945,sum-of-digits-of-string-after-convert,字符串转化后的各位数字之和
1946,largest-number-after-mutating-substring,子字符串突变后可能得到的最大整数
1947,maximum-compatibility-score-sum,最大兼容性评分和
1948,delete-duplicate-folders-in-system,删除系统中的重复文件夹
1949,strong-friendship,坚定的友谊
1950,maximum-of-minimum-values-in-all-subarrays,所有子数组最小值中的最大值
1951,all-the-pairs-with-the-maximum-number-of-common-followers,查询具有最多共同关注者的所有两两结对组
1952,three-divisors,三除数
1953,maximum-number-of-weeks-for-which-you-can-work,你可以工作的最大周数
1954,minimum-garden-perimeter-to-collect-enough-apples,收集足够苹果的最小花园周长
1955,count-number-of-special-subsequences,统计特殊子序列的数目
1956,minimum-time-for-k-virus-variants-to-spread,感染 K 种病毒所需的最短时间
1957,delete-characters-to-make-fancy-string,删除字符使字符串变好
1958,check-if-move-is-legal,检查操作是否合法
1959,minimum-total-space-wasted-with-k-resizing-operations,K 次调整数组大小浪费的最小总空间
1960,maximum-product-of-the-length-of-two-palindromic-substrings,两个回文子字符串长度的最大乘积
1961,check-if-string-is-a-prefix-of-array,检查字符串是否为数组前缀
1962,remove-stones-to-minimize-the-total,移除石子使总数最小
1963,minimum-number-of-swaps-to-make-the-string-balanced,使字符串平衡的最小交换次数
1964,find-the-longest-valid-obstacle-course-at-each-position,找出到每个位置为止最长的有效障碍赛跑路线
1965,employees-with-missing-information,丢失信息的雇员
1966,binary-searchable-numbers-in-an-unsorted-array,未排序数组中的可被二分搜索的数
1967,number-of-strings-that-appear-as-substrings-in-word,作为子字符串出现在单词中的字符串数目
1968,array-with-elements-not-equal-to-average-of-neighbors,构造元素不等于两相邻元素平均值的数组
1969,minimum-non-zero-product-of-the-array-elements,数组元素的最小非零乘积
1970,last-day-where-you-can-still-cross,你能穿过矩阵的最后一天
1971,find-if-path-exists-in-graph,寻找图中是否存在路径
1972,first-and-last-call-on-the-same-day,同一天的第一个电话和最后一个电话
1973,count-nodes-equal-to-sum-of-descendants,值等于子节点值之和的节点数量
1974,minimum-time-to-type-word-using-special-typewriter,使用特殊打字机键入单词的最少时间
1975,maximum-matrix-sum,最大方阵和
1976,number-of-ways-to-arrive-at-destination,到达目的地的方案数
1977,number-of-ways-to-separate-numbers,划分数字的方案数
1978,employees-whose-manager-left-the-company,上级经理已离职的公司员工
1979,find-greatest-common-divisor-of-array,找出数组的最大公约数
1980,find-unique-binary-string,找出不同的二进制字符串
1981,minimize-the-difference-between-target-and-chosen-elements,最小化目标值与所选元素的差
1982,find-array-given-subset-sums,从子集的和还原数组
1983,widest-pair-of-indices-with-equal-range-sum,范围和相等的最宽索引对
1984,minimum-difference-between-highest-and-lowest-of-k-scores,学生分数的最小差值
1985,find-the-kth-largest-integer-in-the-array,找出数组中的第 K 大整数
1986,minimum-number-of-work-sessions-to-finish-the-tasks,完成任务的最少工作时间段
1987,number-of-unique-good-subsequences,不同的好子序列数目
1988,find-cutoff-score-for-each-school,找出每所学校的最低分数要求
1989,maximum-number-of-people-that-can-be-caught-in-tag,捉迷藏中可捕获的最大人数
1990,count-the-number-of-experiments,统计实验的数量
1991,find-the-middle-index-in-array,找到数组的中间位置
1992,find-all-groups-of-farmland,找到所有的农场组
1993,operations-on-tree,树上的操作
1994,the-number-of-good-subsets,好子集的数目
1995,count-special-quadruplets,统计特殊四元组
1996,the-number-of-weak-characters-in-the-game,游戏中弱角色的数量
1997,first-day-where-you-have-been-in-all-the-rooms,访问完所有房间的第一天
1998,gcd-sort-of-an-array,数组的最大公因数排序
1999,smallest-greater-multiple-made-of-two-digits,最小的仅由两个数组成的倍数
2000,reverse-prefix-of-word,反转单词前缀
2001,number-of-pairs-of-interchangeable-rectangles,可互换矩形的组数
2002,maximum-product-of-the-length-of-two-palindromic-subsequences,两个回文子序列长度的最大乘积
2003,smallest-missing-genetic-value-in-each-subtree,每棵子树内缺失的最小基因值
2004,the-number-of-seniors-and-juniors-to-join-the-company,职员招聘人数
2005,subtree-removal-game-with-fibonacci-tree,斐波那契树的移除子树游戏
2006,count-number-of-pairs-with-absolute-difference-k,差的绝对值为 K 的数对数目
2007,find-original-array-from-doubled-array,从双倍数组中还原原数组
2008,maximum-earnings-from-taxi,出租车的最大盈利
2009,minimum-number-of-operations-to-make-array-continuous,使数组连续的最少操作数
2010,the-number-of-seniors-and-juniors-to-join-the-company-ii,职员招聘人数 II
2011,final-value-of-variable-after-performing-operations,执行操作后的变量值
2012,sum-of-beauty-in-the-array,数组美丽值求和
2013,detect-squares,检测正方形
2014,longest-subsequence-repeated-k-times,重复 K 次的最长子序列
2015,average-height-of-buildings-in-each-segment,每段建筑物的平均高度
2016,maximum-difference-between-increasing-elements,增量元素之间的最大差值
2017,grid-game,网格游戏
2018,check-if-word-can-be-placed-in-crossword,判断单词是否能放入填字游戏内
2019,the-score-of-students-solving-math-expression,解出数学表达式的学生分数
2020,number-of-accounts-that-did-not-stream,无流量的帐户数
2021,brightest-position-on-street,街上最亮的位置
2022,convert-1d-array-into-2d-array,将一维数组转变成二维数组
2023,number-of-pairs-of-strings-with-concatenation-equal-to-target,连接后等于目标字符串的字符串对
2024,maximize-the-confusion-of-an-exam,考试的最大困扰度
2025,maximum-number-of-ways-to-partition-an-array,分割数组的最多方案数
2026,low-quality-problems,低质量的问题
2027,minimum-moves-to-convert-string,转换字符串的最少操作次数
2028,find-missing-observations,找出缺失的观测数据
2029,stone-game-ix,石子游戏 IX
2030,smallest-k-length-subsequence-with-occurrences-of-a-letter,含特定字母的最小子序列
2031,count-subarrays-with-more-ones-than-zeros,1 比 0 多的子数组个数
2032,two-out-of-three,至少在两个数组中出现的值
2033,minimum-operations-to-make-a-uni-value-grid,获取单值网格的最小操作数
2034,stock-price-fluctuation,股票价格波动
2035,partition-array-into-two-arrays-to-minimize-sum-difference,将数组分成两个数组并最小化数组和的差
2036,maximum-alternating-subarray-sum,最大交替子数组和
2037,minimum-number-of-moves-to-seat-everyone,使每位学生都有座位的最少移动次数
2038,remove-colored-pieces-if-both-neighbors-are-the-same-color,如果相邻两个颜色均相同则删除当前颜色
2039,the-time-when-the-network-becomes-idle,网络空闲的时刻
2040,kth-smallest-product-of-two-sorted-arrays,两个有序数组的第 K 小乘积
2041,accepted-candidates-from-the-interviews,面试中被录取的候选人
2042,check-if-numbers-are-ascending-in-a-sentence,检查句子中的数字是否递增
2043,simple-bank-system,简易银行系统
2044,count-number-of-maximum-bitwise-or-subsets,统计按位或能得到最大值的子集数目
2045,second-minimum-time-to-reach-destination,到达目的地的第二短时间
2046,sort-linked-list-already-sorted-using-absolute-values,给按照绝对值排序的链表排序
2047,number-of-valid-words-in-a-sentence,句子中的有效单词数
2048,next-greater-numerically-balanced-number,下一个更大的数值平衡数
2049,count-nodes-with-the-highest-score,统计最高分的节点数目
2050,parallel-courses-iii,并行课程 III
2051,the-category-of-each-member-in-the-store,商店中每个成员的级别
2052,minimum-cost-to-separate-sentence-into-rows,将句子分隔成行的最低成本
2053,kth-distinct-string-in-an-array,数组中第 K 个独一无二的字符串
2054,two-best-non-overlapping-events,两个最好的不重叠活动
2055,plates-between-candles,蜡烛之间的盘子
2056,number-of-valid-move-combinations-on-chessboard,棋盘上有效移动组合的数目
2057,smallest-index-with-equal-value,值相等的最小索引
2058,find-the-minimum-and-maximum-number-of-nodes-between-critical-points,找出临界点之间的最小和最大距离
2059,minimum-operations-to-convert-number,转化数字的最小运算数
2060,check-if-an-original-string-exists-given-two-encoded-strings,同源字符串检测
2061,number-of-spaces-cleaning-robot-cleaned,扫地机器人清扫过的空间个数
2062,count-vowel-substrings-of-a-string,统计字符串中的元音子字符串
2063,vowels-of-all-substrings,所有子字符串中的元音
2064,minimized-maximum-of-products-distributed-to-any-store,分配给商店的最多商品的最小值
2065,maximum-path-quality-of-a-graph,最大化一张图中的路径价值
2066,account-balance,账户余额
2067,number-of-equal-count-substrings,等计数子串的数量
2068,check-whether-two-strings-are-almost-equivalent,检查两个字符串是否几乎相等
2069,walking-robot-simulation-ii,模拟行走机器人 II
2070,most-beautiful-item-for-each-query,每一个查询的最大美丽值
2071,maximum-number-of-tasks-you-can-assign,你可以安排的最多任务数目
2072,the-winner-university,赢得比赛的大学
2073,time-needed-to-buy-tickets,买票需要的时间
2074,reverse-nodes-in-even-length-groups,反转偶数长度组的节点
2075,decode-the-slanted-ciphertext,解码斜向换位密码
2076,process-restricted-friend-requests,处理含限制条件的好友请求
2077,paths-in-maze-that-lead-to-same-room,殊途同归
2078,two-furthest-houses-with-different-colors,两栋颜色不同且距离最远的房子
2079,watering-plants,给植物浇水
2080,range-frequency-queries,区间内查询数字的频率
2081,sum-of-k-mirror-numbers,k 镜像数字的和
2082,the-number-of-rich-customers,富有客户的数量
2083,substrings-that-begin-and-end-with-the-same-letter,求以相同字母开头和结尾的子串总数
2084,drop-type-1-orders-for-customers-with-type-0-orders,为订单类型为 0 的客户删除类型为 1 的订单
2085,count-common-words-with-one-occurrence,统计出现过一次的公共字符串
2086,minimum-number-of-food-buckets-to-feed-the-hamsters,喂食仓鼠的最小食物桶数
2087,minimum-cost-homecoming-of-a-robot-in-a-grid,网格图中机器人回家的最小代价
2088,count-fertile-pyramids-in-a-land,统计农场中肥沃金字塔的数目
2089,find-target-indices-after-sorting-array,找出数组排序后的目标下标
2090,k-radius-subarray-averages,半径为 k 的子数组平均值
2091,removing-minimum-and-maximum-from-array,从数组中移除最大值和最小值
2092,find-all-people-with-secret,找出知晓秘密的所有专家
2093,minimum-cost-to-reach-city-with-discounts,前往目标城市的最小费用
2094,finding-3-digit-even-numbers,找出 3 位偶数
2095,delete-the-middle-node-of-a-linked-list,删除链表的中间节点
2096,step-by-step-directions-from-a-binary-tree-node-to-another,从二叉树一个节点到另一个节点每一步的方向
2097,valid-arrangement-of-pairs,合法重新排列数对
2098,subsequence-of-size-k-with-the-largest-even-sum,长度为 K 的最大偶数和子序列
2099,find-subsequence-of-length-k-with-the-largest-sum,找到和最大的长度为 K 的子序列
2100,find-good-days-to-rob-the-bank,适合野炊的日子
2101,detonate-the-maximum-bombs,引爆最多的炸弹
2102,sequentially-ordinal-rank-tracker,序列顺序查询
2103,rings-and-rods,环和杆
2104,sum-of-subarray-ranges,子数组范围和
2105,watering-plants-ii,给植物浇水 II
2106,maximum-fruits-harvested-after-at-most-k-steps,摘水果
2107,number-of-unique-flavors-after-sharing-k-candies,分享 K 个糖果后独特口味的数量
2108,find-first-palindromic-string-in-the-array,找出数组中的第一个回文字符串
2109,adding-spaces-to-a-string,向字符串添加空格
2110,number-of-smooth-descent-periods-of-a-stock,股票平滑下跌阶段的数目
2111,minimum-operations-to-make-the-array-k-increasing,使数组 K 递增的最少操作次数
2112,the-airport-with-the-most-traffic,最繁忙的机场
2113,elements-in-array-after-removing-and-replacing-elements,查询删除和添加元素后的数组
2114,maximum-number-of-words-found-in-sentences,句子中的最多单词数
2115,find-all-possible-recipes-from-given-supplies,从给定原材料中找到所有可以做出的菜
2116,check-if-a-parentheses-string-can-be-valid,判断一个括号字符串是否有效
2117,abbreviating-the-product-of-a-range,一个区间内所有数乘积的缩写
2118,build-the-equation,建立方程
2119,a-number-after-a-double-reversal,反转两次的数字
2120,execution-of-all-suffix-instructions-staying-in-a-grid,执行所有后缀指令
2121,intervals-between-identical-elements,相同元素的间隔之和
2122,recover-the-original-array,还原原数组
2123,minimum-operations-to-remove-adjacent-ones-in-matrix,使矩阵中的 1 互不相邻的最小操作数
2124,check-if-all-as-appears-before-all-bs,检查是否所有 A 都在 B 之前
2125,number-of-laser-beams-in-a-bank,银行中的激光束数量
2126,destroying-asteroids,摧毁小行星
2127,maximum-employees-to-be-invited-to-a-meeting,参加会议的最多员工数
2128,remove-all-ones-with-row-and-column-flips,通过翻转行或列来去除所有的 1
2129,capitalize-the-title,将标题首字母大写
2130,maximum-twin-sum-of-a-linked-list,链表最大孪生和
2131,longest-palindrome-by-concatenating-two-letter-words,连接两字母单词得到的最长回文串
2132,stamping-the-grid,用邮票贴满网格图
2133,check-if-every-row-and-column-contains-all-numbers,检查是否每一行每一列都包含全部整数
2134,minimum-swaps-to-group-all-1s-together-ii,最少交换次数来组合所有的 1 II
2135,count-words-obtained-after-adding-a-letter,统计追加字母可以获得的单词数
2136,earliest-possible-day-of-full-bloom,全部开花的最早一天
2137,pour-water-between-buckets-to-make-water-levels-equal,通过倒水操作让所有的水桶所含水量相等
2138,divide-a-string-into-groups-of-size-k,将字符串拆分为若干长度为 k 的组
2139,minimum-moves-to-reach-target-score,得到目标值的最少行动次数
2140,solving-questions-with-brainpower,解决智力问题
2141,maximum-running-time-of-n-computers,同时运行 N 台电脑的最长时间
2142,the-number-of-passengers-in-each-bus-i,每辆车的乘客人数 I
2143,choose-numbers-from-two-arrays-in-range,在两个数组的区间中选取数字
2144,minimum-cost-of-buying-candies-with-discount,打折购买糖果的最小开销
2145,count-the-hidden-sequences,统计隐藏数组数目
2146,k-highest-ranked-items-within-a-price-range,价格范围内最高排名的 K 样物品
2147,number-of-ways-to-divide-a-long-corridor,分隔长廊的方案数
2148,count-elements-with-strictly-smaller-and-greater-elements,元素计数
2149,rearrange-array-elements-by-sign,按符号重排数组
2150,find-all-lonely-numbers-in-the-array,找出数组中的所有孤独数字
2151,maximum-good-people-based-on-statements,基于陈述统计最多好人数
2152,minimum-number-of-lines-to-cover-points,穿过所有点的所需最少直线数量
2153,the-number-of-passengers-in-each-bus-ii,每辆车的乘客人数 II
2154,keep-multiplying-found-values-by-two,将找到的值乘以 2
2155,all-divisions-with-the-highest-score-of-a-binary-array,分组得分最高的所有下标
2156,find-substring-with-given-hash-value,查找给定哈希值的子串
2157,groups-of-strings,字符串分组
2158,amount-of-new-area-painted-each-day,每天绘制新区域的数量
2159,order-two-columns-independently,分别排序两列
2160,minimum-sum-of-four-digit-number-after-splitting-digits,拆分数位后四位数字的最小和
2161,partition-array-according-to-given-pivot,根据给定数字划分数组
2162,minimum-cost-to-set-cooking-time,设置时间的最少代价
2163,minimum-difference-in-sums-after-removal-of-elements,删除元素后和的最小差值
2164,sort-even-and-odd-indices-independently,对奇偶下标分别排序
2165,smallest-value-of-the-rearranged-number,重排数字的最小值
2166,design-bitset,设计位集
2167,minimum-time-to-remove-all-cars-containing-illegal-goods,移除所有载有违禁货物车厢所需的最少时间
2168,unique-substrings-with-equal-digit-frequency,每个数字的频率都相同的独特子字符串的数量
2169,count-operations-to-obtain-zero,得到 0 的操作数
2170,minimum-operations-to-make-the-array-alternating,使数组变成交替数组的最少操作数
2171,removing-minimum-number-of-magic-beans,拿出最少数目的魔法豆
2172,maximum-and-sum-of-array,数组的最大与和
2173,longest-winning-streak,最多连胜的次数
2174,remove-all-ones-with-row-and-column-flips-ii,通过翻转行或列来去除所有的 1 II
2175,the-change-in-global-rankings,世界排名的变化
2176,count-equal-and-divisible-pairs-in-an-array,统计数组中相等且可以被整除的数对
2177,find-three-consecutive-integers-that-sum-to-a-given-number,找到和为给定整数的三个连续整数
2178,maximum-split-of-positive-even-integers,拆分成最多数目的正偶数之和
2179,count-good-triplets-in-an-array,统计数组中好三元组数目
2180,count-integers-with-even-digit-sum,统计各位数字之和为偶数的整数个数
2181,merge-nodes-in-between-zeros,合并零之间的节点
2182,construct-string-with-repeat-limit,构造限制重复的字符串
2183,count-array-pairs-divisible-by-k,统计可以被 K 整除的下标对数目
2184,number-of-ways-to-build-sturdy-brick-wall,建造坚实的砖墙的方法数
2185,counting-words-with-a-given-prefix,统计包含给定前缀的字符串
2186,minimum-number-of-steps-to-make-two-strings-anagram-ii,制造字母异位词的最小步骤数 II
2187,minimum-time-to-complete-trips,完成旅途的最少时间
2188,minimum-time-to-finish-the-race,完成比赛的最少时间
2189,number-of-ways-to-build-house-of-cards,建造纸牌屋的方法数
2190,most-frequent-number-following-key-in-an-array,数组中紧跟 key 之后出现最频繁的数字
2191,sort-the-jumbled-numbers,将杂乱无章的数字排序
2192,all-ancestors-of-a-node-in-a-directed-acyclic-graph,有向无环图中一个节点的所有祖先
2193,minimum-number-of-moves-to-make-palindrome,得到回文串的最少操作次数
2194,cells-in-a-range-on-an-excel-sheet,Excel 表中某个范围内的单元格
2195,append-k-integers-with-minimal-sum,向数组中追加 K 个整数
2196,create-binary-tree-from-descriptions,根据描述创建二叉树
2197,replace-non-coprime-numbers-in-array,替换数组中的非互质数
2198,number-of-single-divisor-triplets,单因数三元组
2199,finding-the-topic-of-each-post,找到每篇文章的主题
2200,find-all-k-distant-indices-in-an-array,找出数组中的所有 K 近邻下标
2201,count-artifacts-that-can-be-extracted,统计可以提取的工件
2202,maximize-the-topmost-element-after-k-moves,K 次操作后最大化顶端元素
2203,minimum-weighted-subgraph-with-the-required-paths,得到要求路径的最小带权子图
2204,distance-to-a-cycle-in-undirected-graph,无向图中到环的距离
2205,the-number-of-users-that-are-eligible-for-discount,有资格享受折扣的用户数量
2206,divide-array-into-equal-pairs,将数组划分成相等数对
2207,maximize-number-of-subsequences-in-a-string,字符串中最多数目的子序列
2208,minimum-operations-to-halve-array-sum,将数组和减半的最少操作次数
2209,minimum-white-tiles-after-covering-with-carpets,用地毯覆盖后的最少白色砖块
2210,count-hills-and-valleys-in-an-array,统计数组中峰和谷的数量
2211,count-collisions-on-a-road,统计道路上的碰撞次数
2212,maximum-points-in-an-archery-competition,射箭比赛中的最大得分
2213,longest-substring-of-one-repeating-character,由单个字符重复的最长子字符串
2214,minimum-health-to-beat-game,通关游戏所需的最低生命值
2215,find-the-difference-of-two-arrays,找出两数组的不同
2216,minimum-deletions-to-make-array-beautiful,美化数组的最少删除数
2217,find-palindrome-with-fixed-length,找到指定长度的回文数
2218,maximum-value-of-k-coins-from-piles,从栈中取出 K 个硬币的最大面值和
2219,maximum-sum-score-of-array,数组的最大总分
2220,minimum-bit-flips-to-convert-number,转换数字的最少位翻转次数
2221,find-triangular-sum-of-an-array,数组的三角和
2222,number-of-ways-to-select-buildings,选择建筑的方案数
2223,sum-of-scores-of-built-strings,构造字符串的总得分和
2224,minimum-number-of-operations-to-convert-time,转化时间需要的最少操作数
2225,find-players-with-zero-or-one-losses,找出输掉零场或一场比赛的玩家
2226,maximum-candies-allocated-to-k-children,每个小孩最多能分到多少糖果
2227,encrypt-and-decrypt-strings,加密解密字符串
2228,users-with-two-purchases-within-seven-days,7 天内两次购买的用户
2229,check-if-an-array-is-consecutive,检查数组是否连贯
2230,the-users-that-are-eligible-for-discount,查找可享受优惠的用户
2231,largest-number-after-digit-swaps-by-parity,按奇偶性交换后的最大数字
2232,minimize-result-by-adding-parentheses-to-expression,向表达式添加括号后的最小结果
2233,maximum-product-after-k-increments,K 次增加后的最大乘积
2234,maximum-total-beauty-of-the-gardens,花园的最大总美丽值
2235,add-two-integers,两整数相加
2236,root-equals-sum-of-children,判断根结点是否等于子结点之和
2237,count-positions-on-street-with-required-brightness,计算街道上满足所需亮度的位置数量
2238,number-of-times-a-driver-was-a-passenger,司机成为乘客的次数
2239,find-closest-number-to-zero,找到最接近 0 的数字
2240,number-of-ways-to-buy-pens-and-pencils,买钢笔和铅笔的方案数
2241,design-an-atm-machine,设计一个 ATM 机器
2242,maximum-score-of-a-node-sequence,节点序列的最大得分
2243,calculate-digit-sum-of-a-string,计算字符串的数字和
2244,minimum-rounds-to-complete-all-tasks,完成所有任务需要的最少轮数
2245,maximum-trailing-zeros-in-a-cornered-path,转角路径的乘积中最多能有几个尾随零
2246,longest-path-with-different-adjacent-characters,相邻字符不同的最长路径
2247,maximum-cost-of-trip-with-k-highways,K 条高速公路的最大旅行费用
2248,intersection-of-multiple-arrays,多个数组求交集
2249,count-lattice-points-inside-a-circle,统计圆内格点数目
2250,count-number-of-rectangles-containing-each-point,统计包含每个点的矩形数目
2251,number-of-flowers-in-full-bloom,花期内花的数目
2252,dynamic-pivoting-of-a-table,表的动态旋转
2253,dynamic-unpivoting-of-a-table,动态取消表的旋转
2254,design-video-sharing-platform,设计视频共享平台
2255,count-prefixes-of-a-given-string,统计是给定字符串前缀的字符串数目
2256,minimum-average-difference,最小平均差
2257,count-unguarded-cells-in-the-grid,统计网格图中没有被保卫的格子数
2258,escape-the-spreading-fire,逃离火灾
2259,remove-digit-from-number-to-maximize-result,移除指定数字得到的最大结果
2260,minimum-consecutive-cards-to-pick-up,必须拿起的最小连续卡牌数
2261,k-divisible-elements-subarrays,含最多 K 个可整除元素的子数组
2262,total-appeal-of-a-string,字符串的总引力
2263,make-array-non-decreasing-or-non-increasing,数组变为有序的最小操作次数
2264,largest-3-same-digit-number-in-string,字符串中最大的 3 位相同数字
2265,count-nodes-equal-to-average-of-subtree,统计值等于子树平均值的节点数
2266,count-number-of-texts,统计打字方案数
2267,check-if-there-is-a-valid-parentheses-string-path,检查是否有合法括号字符串路径
2268,minimum-number-of-keypresses,最少按键次数
2269,find-the-k-beauty-of-a-number,找到一个数字的 K 美丽值
2270,number-of-ways-to-split-array,分割数组的方案数
2271,maximum-white-tiles-covered-by-a-carpet,毯子覆盖的最多白色砖块数
2272,substring-with-largest-variance,最大波动的子字符串
2273,find-resultant-array-after-removing-anagrams,移除字母异位词后的结果数组
2274,maximum-consecutive-floors-without-special-floors,不含特殊楼层的最大连续楼层数
2275,largest-combination-with-bitwise-and-greater-than-zero,按位与结果大于零的最长组合
2276,count-integers-in-intervals,统计区间中的整数数目
2277,closest-node-to-path-in-tree,树中最接近路径的节点
2278,percentage-of-letter-in-string,字母在字符串中的百分比
2279,maximum-bags-with-full-capacity-of-rocks,装满石头的背包的最大数量
2280,minimum-lines-to-represent-a-line-chart,表示一个折线图的最少线段数
2281,sum-of-total-strength-of-wizards,巫师的总力量和
2282,number-of-people-that-can-be-seen-in-a-grid,在一个网格中可以看到的人数
2283,check-if-number-has-equal-digit-count-and-digit-value,判断一个数的数字计数是否等于数位的值
2284,sender-with-largest-word-count,最多单词数的发件人
2285,maximum-total-importance-of-roads,道路的最大总重要性
2286,booking-concert-tickets-in-groups,以组为单位订音乐会的门票
2287,rearrange-characters-to-make-target-string,重排字符形成目标字符串
2288,apply-discount-to-prices,价格减免
2289,steps-to-make-array-non-decreasing,使数组按非递减顺序排列
2290,minimum-obstacle-removal-to-reach-corner,到达角落需要移除障碍物的最小数目
2291,maximum-profit-from-trading-stocks,最大股票收益
2292,products-with-three-or-more-orders-in-two-consecutive-years,连续两年有 3 个及以上订单的产品
2293,min-max-game,极大极小游戏
2294,partition-array-such-that-maximum-difference-is-k,划分数组使最大差为 K
2295,replace-elements-in-an-array,替换数组中的元素
2296,design-a-text-editor,设计一个文本编辑器
2297,jump-game-viii,跳跃游戏 VIII
2298,tasks-count-in-the-weekend,周末任务计数
2299,strong-password-checker-ii,强密码检验器 II
2300,successful-pairs-of-spells-and-potions,咒语和药水的成功对数
2301,match-substring-after-replacement,替换字符后匹配
2302,count-subarrays-with-score-less-than-k,统计得分小于 K 的子数组数目
2303,calculate-amount-paid-in-taxes,计算应缴税款总额
2304,minimum-path-cost-in-a-grid,网格中的最小路径代价
2305,fair-distribution-of-cookies,公平分发饼干
2306,naming-a-company,公司命名
2307,check-for-contradictions-in-equations,检查方程中的矛盾之处
2308,arrange-table-by-gender,按性别排列表格
2309,greatest-english-letter-in-upper-and-lower-case,兼具大小写的最好英文字母
2310,sum-of-numbers-with-units-digit-k,个位数字为 K 的整数之和
2311,longest-binary-subsequence-less-than-or-equal-to-k,小于等于 K 的最长二进制子序列
2312,selling-pieces-of-wood,卖木头块
2313,minimum-flips-in-binary-tree-to-get-result,二叉树中得到结果所需的最少翻转次数
2314,the-first-day-of-the-maximum-recorded-degree-in-each-city,每个城市最高气温的第一天
2315,count-asterisks,统计星号
2316,count-unreachable-pairs-of-nodes-in-an-undirected-graph,统计无向图中无法互相到达点对数
2317,maximum-xor-after-operations,操作后的最大异或和
2318,number-of-distinct-roll-sequences,不同骰子序列的数目
2319,check-if-matrix-is-x-matrix,判断矩阵是否是一个 X 矩阵
2320,count-number-of-ways-to-place-houses,统计放置房子的方式数
2321,maximum-score-of-spliced-array,拼接数组的最大分数
2322,minimum-score-after-removals-on-a-tree,从树中删除边的最小分数
2323,find-minimum-time-to-finish-all-jobs-ii,完成所有工作的最短时间 II
2324,product-sales-analysis-iv,产品销售分析 IV
2325,decode-the-message,解密消息
2326,spiral-matrix-iv,螺旋矩阵 IV
2327,number-of-people-aware-of-a-secret,知道秘密的人数
2328,number-of-increasing-paths-in-a-grid,网格图中递增路径的数目
2329,product-sales-analysis-v,产品销售分析Ⅴ
2330,valid-palindrome-iv,验证回文串 IV
2331,evaluate-boolean-binary-tree,计算布尔二叉树的值
2332,the-latest-time-to-catch-a-bus,坐上公交的最晚时间
2333,minimum-sum-of-squared-difference,最小差值平方和
2334,subarray-with-elements-greater-than-varying-threshold,元素值大于变化阈值的子数组
2335,minimum-amount-of-time-to-fill-cups,装满杯子需要的最短总时长
2336,smallest-number-in-infinite-set,无限集中的最小数字
2337,move-pieces-to-obtain-a-string,移动片段得到字符串
2338,count-the-number-of-ideal-arrays,统计理想数组的数目
2339,all-the-matches-of-the-league,联赛的所有比赛
2340,minimum-adjacent-swaps-to-make-a-valid-array,生成有效数组的最少交换次数
2341,maximum-number-of-pairs-in-array,数组能形成多少数对
2342,max-sum-of-a-pair-with-equal-sum-of-digits,数位和相等数对的最大和
2343,query-kth-smallest-trimmed-number,裁剪数字后查询第 K 小的数字
2344,minimum-deletions-to-make-array-divisible,使数组可以被整除的最少删除次数
2345,finding-the-number-of-visible-mountains,寻找可见山的数量
2346,compute-the-rank-as-a-percentage,以百分比计算排名
2347,best-poker-hand,最好的扑克手牌
2348,number-of-zero-filled-subarrays,全 0 子数组的数目
2349,design-a-number-container-system,设计数字容器系统
2350,shortest-impossible-sequence-of-rolls,不可能得到的最短骰子序列
2351,first-letter-to-appear-twice,第一个出现两次的字母
2352,equal-row-and-column-pairs,相等行列对
2353,design-a-food-rating-system,设计食物评分系统
2354,number-of-excellent-pairs,优质数对的数目
2355,maximum-number-of-books-you-can-take,你能拿走的最大图书数量
2356,number-of-unique-subjects-taught-by-each-teacher,每位教师所教授的科目种类的数量
2357,make-array-zero-by-subtracting-equal-amounts,使数组中所有元素都等于零
2358,maximum-number-of-groups-entering-a-competition,分组的最大数量
2359,find-closest-node-to-given-two-nodes,找到离给定两个节点最近的节点
2360,longest-cycle-in-a-graph,图中的最长环
